BusStopCode,RoadName,Description,Latitude,Longitude
12111,Ulu Pandan Rd,Bef Clementi Rd,1.3191179107649,103.77222980786665
12119,Ulu Pandan Rd,Police KINS Trg Camp,1.31964598192789,103.77279266281438
12121,Ghim Moh Rd,Blk 7,1.31164833301814,103.7871516670319
12129,Ghim Moh Rd,Blk 3,1.31182111096862,103.78732611099163
12131,Mt Sinai Rd,Aft Grove Ave,1.3141594439742,103.785061666981
12139,Mt Sinai Rd,Aft Mt Sinai Lane,1.31453185933289,103.78504157068625
12141,Mt Sinai Rd,Opp Henry Pk,1.31574389841394,103.78239154819083
12149,Mt Sinai Rd,Henry Pk,1.31576900455367,103.78266099158458
12151,Moonbeam Walk,Bef Moonbeam Terr,1.31865064467378,103.78127574919664
12169,Pandan Valley,Pandan Valley,1.31916549240365,103.77724170687915
12179,Mt Sinai Rise,Montview,1.31679504687757,103.7769949436126
12189,Mt Sinai Rise,Bef Mt Sinai Dr,1.31642693680141,103.78022402243116
12199,Mt Sinai Rise,Opp Village Twr,1.31547998901343,103.77820622498255
12201,Clementi Ave 6,Logishub @ Clementi,1.32670826856501,103.76399509585458
12209,Clementi Ave 6,Opp Logishub @ Clementi,1.32653202760922,103.76429968220569
12211,Mt Sinai Dr,Bef Mt Sinai Wk,1.31721336095462,103.78070712088581
13011,Napier Rd,NAPIER STN EXIT 2,1.306504,103.81932
13019,Napier Rd,NAPIER STN EXIT 1,1.3067380217198,103.82013079894885
13021,Holland Rd,Aft Min Of Foreign Affairs,1.30633972996805,103.81430670816292
13029,Holland Rd,Bef Tyersall Ave,1.30671783282361,103.8145185880206
13031,Tanglin Rd,Opp Chatsworth Rd,1.29912972200223,103.81707388901162
13039,Tanglin Rd,Bef Chatsworth Rd,1.29981572699945,103.81744265557978
13041,Tanglin Rd,Aft Camp Rd,1.30242834318416,103.81967634723284
13049,Tanglin Rd,Bef Rochalie Dr,1.30261671321463,103.82045069624506
13051,River Valley Rd,Opp Valley Pt,1.29334305906356,103.8263656209055
13059,River Valley Rd,Valley Pt,1.29328273601932,103.82663492676832
13062,River Valley Rd,STELLAR RV,1.29476674399435,103.82853268161283
13063,River Valley Rd,RV SUITES,1.29534692836828,103.82964309110659
13069,River Valley Rd,RV RESIDENCES,1.29488000002792,103.82880805602646
13071,River Valley Rd,Great World Stn Exit 5,1.296335,103.832936
13079,River Valley Rd,GREAT WORLD STN EXIT 4,1.29612213279141,103.83229211134126
13081,River Valley Rd,St. Thomas Wk,1.2959113890106,103.83624277798825
13089,River Valley Rd,Opp St. Thomas Wk,1.29575111096804,103.83604111103381
13091,River Valley Rd,AFT KIM YAM RD,1.29593138900491,103.83937805601917
13099,River Valley Rd,BEF KIM YAM RD,1.29578024244395,103.83961272081199
13101,River Valley Rd,Opp Mohd Sultan Rd,1.29414162678811,103.84231209757696
13109,River Valley Rd,UE Sq/Bef Mohd Sultan Rd,1.29350944398488,103.84272416702719
13119,Kim Seng Rd,Opp Great World City,1.293615,103.832759
13121,Zion Rd,Opp Great World City,1.29409221679274,103.8308377640795
13139,Kim Seng Rd,The Trillium,1.2950426189642,103.83205533028763
13141,Hoot Kiam Rd,Aft Zion Full Gospel Ch,1.29763682834545,103.82997986347917
13159,Irwell Bank Rd,Bef Zion Full Gospel Ch,1.29796011528522,103.83053183555204
13169,Grange Rd,Grange 80 Condo,1.29910305180416,103.82839289158527
13171,Grange Rd,Gramercy Pk,1.29906809120339,103.82650703485064
13179,Grange Rd,Cliveden At Grange,1.29925749997453,103.82665250000115
13181,Grange Rd,Aft One Tree Hill,1.30023223661153,103.82403473005562
13189,Grange Rd,Bef One Tree Hill,1.30038166697497,103.82414749997376
13191,Paterson Rd,OPP ORCHARD STN EXIT 12,1.302461,103.8297819
13199,Paterson Rd,AFT ORCHARD STN EXIT 12,1.302127,103.829875
13201,Tanglin Rd,British High Commission,1.30453622259471,103.82209559895128
13209,Tanglin Rd,Opp British High Comsn,1.3040310710651,103.82205605505206
14009,Seah Im Rd,HarbourFront Int,1.26703502614245,103.81901469907409
14011,Kg Bahru Rd,Bef Mt Faber Lodge,1.26795444401606,103.8255261109799
14019,Kg Bahru Rd,Opp Mt Faber Lodge,1.2684889249437,103.82571717446542
14021,Lower Delta Rd,The Pearl @ Mt Faber,1.27132972198996,103.82478361101728
14029,Lower Delta Rd,Blk 105,1.27247333301883,103.82418777803016
14031,Lower Delta Rd,St. Theresa's Convent,1.27624277802151,103.82306027800865
